COUNTRY,Treaty Description,Treaty Name,Signature Date,"Ratification Date, Accession(a), Succession(d) Date"
Indonesia,"International Covenant on Economic, Social and Cultural Rights",CESCR,,23 Feb 2006 (a)
Iran (Islamic Republic of),"International Covenant on Economic, Social and Cultural Rights",CESCR,04 Apr 1968,24 Jun 1975
Iraq,"International Covenant on Economic, Social and Cultural Rights",CESCR,18 Feb 1969,25 Jan 1971
Ireland,"International Covenant on Economic, Social and Cultural Rights",CESCR,01 Oct 1973,08 Dec 1989
Israel,"International Covenant on Economic, Social and Cultural Rights",CESCR,19 Dec 1966,03 Oct 1991
Italy,"International Covenant on Economic, Social and Cultural Rights",CESCR,18 Jan 1967,15 Sep 1978
Jamaica,"International Covenant on Economic, Social and Cultural Rights",CESCR,19 Dec 1966,03 Oct 1975
Japan,"International Covenant on Economic, Social and Cultural Rights",CESCR,30 May 1978,21 Jun 1979
Jordan,"International Covenant on Economic, Social and Cultural Rights",CESCR,30 Jun 1972,28 May 1975
Kazakhstan,"International Covenant on Economic, Social and Cultural Rights",CESCR,02 Dec 2003,24 Jan 2006
Kenya,"International Covenant on Economic, Social and Cultural Rights",CESCR,,01 May 1972 (a)
Kiribati,"International Covenant on Economic, Social and Cultural Rights",CESCR,,
Kuwait,"International Covenant on Economic, Social and Cultural Rights",CESCR,,21 May 1996 (a)
Kyrgyzstan,"International Covenant on Economic, Social and Cultural Rights",CESCR,,07 Oct 1994 (a)
Lao People's Democratic Republic,"International Covenant on Economic, Social and Cultural Rights",CESCR,07 Dec 2000,13 Feb 2007
Latvia,"International Covenant on Economic, Social and Cultural Rights",CESCR,,14 Apr 1992 (a)
Lebanon,"International Covenant on Economic, Social and Cultural Rights",CESCR,,03 Nov 1972 (a)
Lesotho,"International Covenant on Economic, Social and Cultural Rights",CESCR,,09 Sep 1992 (a)
Liberia,"International Covenant on Economic, Social and Cultural Rights",CESCR,18 Apr 1967,22 Sep 2004
Libya,"International Covenant on Economic, Social and Cultural Rights",CESCR,,15 May 1970 (a)
Liechtenstein,"International Covenant on Economic, Social and Cultural Rights",CESCR,,10 Dec 1998 (a)
Lithuania,"International Covenant on Economic, Social and Cultural Rights",CESCR,,20 Nov 1991 (a)
Luxembourg,"International Covenant on Economic, Social and Cultural Rights",CESCR,26 Nov 1974,18 Aug 1983
Madagascar,"International Covenant on Economic, Social and Cultural Rights",CESCR,14 Apr 1970,22 Sep 1971
Malawi,"International Covenant on Economic, Social and Cultural Rights",CESCR,,22 Dec 1993 (a)
Malaysia,"International Covenant on Economic, Social and Cultural Rights",CESCR,,
Maldives,"International Covenant on Economic, Social and Cultural Rights",CESCR,,19 Sep 2006 (a)
Mali,"International Covenant on Economic, Social and Cultural Rights",CESCR,,16 Jul 1974 (a)
Malta,"International Covenant on Economic, Social and Cultural Rights",CESCR,22 Oct 1968,13 Sep 1990
Marshall Islands,"International Covenant on Economic, Social and Cultural Rights",CESCR,,12 Mar 2018 (a)
Mauritania,"International Covenant on Economic, Social and Cultural Rights",CESCR,,17 Nov 2004 (a)
Mauritius,"International Covenant on Economic, Social and Cultural Rights",CESCR,,12 Dec 1973 (a)
Mexico,"International Covenant on Economic, Social and Cultural Rights",CESCR,,23 Mar 1981 (a)
Micronesia (Federated States of),"International Covenant on Economic, Social and Cultural Rights",CESCR,,
Monaco,"International Covenant on Economic, Social and Cultural Rights",CESCR,26 Jun 1997,28 Aug 1997
Mongolia,"International Covenant on Economic, Social and Cultural Rights",CESCR,05 Jun 1968,18 Nov 1974
Montenegro,"International Covenant on Economic, Social and Cultural Rights",CESCR,,23 Oct 2006 (d)
Morocco,"International Covenant on Economic, Social and Cultural Rights",CESCR,19 Jan 1977,03 May 1979
Mozambique,"International Covenant on Economic, Social and Cultural Rights",CESCR,,
Myanmar,"International Covenant on Economic, Social and Cultural Rights",CESCR,16 Jul 2015,06 Oct 2017
Namibia,"International Covenant on Economic, Social and Cultural Rights",CESCR,,28 Nov 1994 (a)
Nauru,"International Covenant on Economic, Social and Cultural Rights",CESCR,,
Nepal,"International Covenant on Economic, Social and Cultural Rights",CESCR,,14 May 1991 (a)
Netherlands,"International Covenant on Economic, Social and Cultural Rights",CESCR,25 Jun 1969,11 Dec 1978
New Zealand,"International Covenant on Economic, Social and Cultural Rights",CESCR,12 Nov 1968,28 Dec 1978
Nicaragua,"International Covenant on Economic, Social and Cultural Rights",CESCR,,12 Mar 1980 (a)
Niger,"International Covenant on Economic, Social and Cultural Rights",CESCR,,07 Mar 1986 (a)
Nigeria,"International Covenant on Economic, Social and Cultural Rights",CESCR,,29 Jul 1993 (a)
Niue,"International Covenant on Economic, Social and Cultural Rights",CESCR,,
North Macedonia,"International Covenant on Economic, Social and Cultural Rights",CESCR,,18 Jan 1994 (d)
Norway,"International Covenant on Economic, Social and Cultural Rights",CESCR,20 Mar 1968,13 Sep 1972
Oman,"International Covenant on Economic, Social and Cultural Rights",CESCR,,09 Jun 2020 (a)
Pakistan,"International Covenant on Economic, Social and Cultural Rights",CESCR,03 Nov 2004,17 Apr 2008
Palau,"International Covenant on Economic, Social and Cultural Rights",CESCR,20 Sep 2011,
Panama,"International Covenant on Economic, Social and Cultural Rights",CESCR,27 Jul 1976,08 Mar 1977
Papua New Guinea,"International Covenant on Economic, Social and Cultural Rights",CESCR,,21 Jul 2008 (a)
Paraguay,"International Covenant on Economic, Social and Cultural Rights",CESCR,,10 Jun 1992 (a)
Peru,"International Covenant on Economic, Social and Cultural Rights",CESCR,11 Aug 1977,28 Apr 1978
Philippines,"International Covenant on Economic, Social and Cultural Rights",CESCR,19 Dec 1966,07 Jun 1974
Poland,"International Covenant on Economic, Social and Cultural Rights",CESCR,02 Mar 1967,18 Mar 1977
Portugal,"International Covenant on Economic, Social and Cultural Rights",CESCR,07 Oct 1976,31 Jul 1978
Qatar,"International Covenant on Economic, Social and Cultural Rights",CESCR,,21 May 2018 (a)
Republic of Korea,"International Covenant on Economic, Social and Cultural Rights",CESCR,,10 Apr 1990 (a)
Republic of Moldova,"International Covenant on Economic, Social and Cultural Rights",CESCR,,26 Jan 1993 (a)
Romania,"International Covenant on Economic, Social and Cultural Rights",CESCR,27 Jun 1968,09 Dec 1974
Russian Federation,"International Covenant on Economic, Social and Cultural Rights",CESCR,18 Mar 1968,16 Oct 1973
Rwanda,"International Covenant on Economic, Social and Cultural Rights",CESCR,,16 Apr 1975 (a)
Saint Kitts and Nevis,"International Covenant on Economic, Social and Cultural Rights",CESCR,,
Saint Lucia,"International Covenant on Economic, Social and Cultural Rights",CESCR,,
Saint Vincent and the Grenadines,"International Covenant on Economic, Social and Cultural Rights",CESCR,,09 Nov 1981 (a)
Samoa,"International Covenant on Economic, Social and Cultural Rights",CESCR,,
San Marino,"International Covenant on Economic, Social and Cultural Rights",CESCR,,18 Oct 1985 (a)
Sao Tome and Principe,"International Covenant on Economic, Social and Cultural Rights",CESCR,31 Oct 1995,10 Jan 2017
Saudi Arabia,"International Covenant on Economic, Social and Cultural Rights",CESCR,,
Senegal,"International Covenant on Economic, Social and Cultural Rights",CESCR,06 Jul 1970,13 Feb 1978
Serbia,"International Covenant on Economic, Social and Cultural Rights",CESCR,,12 Mar 2001 (d)
Seychelles,"International Covenant on Economic, Social and Cultural Rights",CESCR,,05 May 1992 (a)
Sierra Leone,"International Covenant on Economic, Social and Cultural Rights",CESCR,,23 Aug 1996 (a)
Singapore,"International Covenant on Economic, Social and Cultural Rights",CESCR,,
Slovakia,"International Covenant on Economic, Social and Cultural Rights",CESCR,,28 May 1993 (d)
Slovenia,"International Covenant on Economic, Social and Cultural Rights",CESCR,,06 Jul 1992 (d)
Solomon Islands,"International Covenant on Economic, Social and Cultural Rights",CESCR,,17 Mar 1982 (d)
Somalia,"International Covenant on Economic, Social and Cultural Rights",CESCR,,24 Jan 1990 (a)
South Africa,"International Covenant on Economic, Social and Cultural Rights",CESCR,03 Oct 1994,12 Jan 2015
South Sudan,"International Covenant on Economic, Social and Cultural Rights",CESCR,,
Spain,"International Covenant on Economic, Social and Cultural Rights",CESCR,28 Sep 1976,27 Apr 1977
Sri Lanka,"International Covenant on Economic, Social and Cultural Rights",CESCR,,11 Jun 1980 (a)
State of Palestine,"International Covenant on Economic, Social and Cultural Rights",CESCR,,02 Apr 2014 (a)
Sudan,"International Covenant on Economic, Social and Cultural Rights",CESCR,,18 Mar 1986 (a)
Suriname,"International Covenant on Economic, Social and Cultural Rights",CESCR,,28 Dec 1976 (a)
Sweden,"International Covenant on Economic, Social and Cultural Rights",CESCR,29 Sep 1967,06 Dec 1971
Switzerland,"International Covenant on Economic, Social and Cultural Rights",CESCR,,18 Jun 1992 (a)
Syrian Arab Republic,"International Covenant on Economic, Social and Cultural Rights",CESCR,,21 Apr 1969 (a)
Tajikistan,"International Covenant on Economic, Social and Cultural Rights",CESCR,,04 Jan 1999 (a)
Thailand,"International Covenant on Economic, Social and Cultural Rights",CESCR,,05 Sep 1999 (a)
Timor-Leste,"International Covenant on Economic, Social and Cultural Rights",CESCR,,16 Apr 2003 (a)
Togo,"International Covenant on Economic, Social and Cultural Rights",CESCR,,24 May 1984 (a)
Tonga,"International Covenant on Economic, Social and Cultural Rights",CESCR,,
Trinidad and Tobago,"International Covenant on Economic, Social and Cultural Rights",CESCR,,08 Dec 1978 (a)
Tunisia,"International Covenant on Economic, Social and Cultural Rights",CESCR,30 Apr 1968,18 Mar 1969
TГјrkiye,"International Covenant on Economic, Social and Cultural Rights",CESCR,15 Aug 2000,23 Sep 2003
Turkmenistan,"International Covenant on Economic, Social and Cultural Rights",CESCR,,01 May 1997 (a)
Tuvalu,"International Covenant on Economic, Social and Cultural Rights",CESCR,,
Uganda,"International Covenant on Economic, Social and Cultural Rights",CESCR,,21 Jan 1987 (a)
Ukraine,"International Covenant on Economic, Social and Cultural Rights",CESCR,20 Mar 1968,12 Nov 1973
United Arab Emirates,"International Covenant on Economic, Social and Cultural Rights",CESCR,,
United Kingdom of Great Britain and Northern Ireland,"International Covenant on Economic, Social and Cultural Rights",CESCR,16 Sep 1968,20 May 1976
United Republic of Tanzania,"International Covenant on Economic, Social and Cultural Rights",CESCR,,11 Jun 1976 (a)
United States of America,"International Covenant on Economic, Social and Cultural Rights",CESCR,05 Oct 1977,
Uruguay,"International Covenant on Economic, Social and Cultural Rights",CESCR,21 Feb 1967,01 Apr 1970
Uzbekistan,"International Covenant on Economic, Social and Cultural Rights",CESCR,,28 Sep 1995 (a)
Vanuatu,"International Covenant on Economic, Social and Cultural Rights",CESCR,,
Venezuela (Bolivarian Republic of),"International Covenant on Economic, Social and Cultural Rights",CESCR,24 Jun 1969,10 May 1978
Viet Nam,"International Covenant on Economic, Social and Cultural Rights",CESCR,,24 Sep 1982 (a)
Yemen,"International Covenant on Economic, Social and Cultural Rights",CESCR,,09 Feb 1987 (a)
Zambia,"International Covenant on Economic, Social and Cultural Rights",CESCR,,10 Apr 1984 (a)
Zimbabwe,"International Covenant on Economic, Social and Cultural Rights",CESCR,,13 May 1991 (a)
Afghanistan,Convention on the Rights of the Child,CRC,27 Sep 1990,28 Mar 1994
Albania,Convention on the Rights of the Child,CRC,26 Jan 1990,27 Feb 1992
Algeria,Convention on the Rights of the Child,CRC,26 Jan 1990,16 Apr 1993
Andorra,Convention on the Rights of the Child,CRC,02 Oct 1995,02 Jan 1996
Angola,Convention on the Rights of the Child,CRC,14 Feb 1990,05 Dec 1990
Antigua and Barbuda,Convention on the Rights of the Child,CRC,12 Mar 1991,05 Oct 1993
Argentina,Convention on the Rights of the Child,CRC,29 Jun 1990,04 Dec 1990
Armenia,Convention on the Rights of the Child,CRC,,23 Jun 1993 (a)
Australia,Convention on the Rights of the Child,CRC,22 Aug 1990,17 Dec 1990
Austria,Convention on the Rights of the Child,CRC,26 Aug 1990,06 Aug 1992
Azerbaijan,Convention on the Rights of the Child,CRC,,13 Aug 1992 (a)
Bahamas,Convention on the Rights of the Child,CRC,30 Oct 1990,20 Feb 1991
Bahrain,Convention on the Rights of the Child,CRC,,13 Feb 1992 (a)
Bangladesh,Convention on the Rights of the Child,CRC,26 Jan 1990,03 Aug 1990
Barbados,Convention on the Rights of the Child,CRC,19 Apr 1990,09 Oct 1990
Belarus,Convention on the Rights of the Child,CRC,26 Jan 1990,01 Oct 1990
Belgium,Convention on the Rights of the Child,CRC,26 Jan 1990,16 Dec 1991
Belize,Convention on the Rights of the Child,CRC,02 Mar 1990,02 May 1990
Benin,Convention on the Rights of the Child,CRC,25 Apr 1990,03 Aug 1990
Bhutan,Convention on the Rights of the Child,CRC,04 Jun 1990,01 Aug 1990
Bolivia (Plurinational State of),Convention on the Rights of the Child,CRC,08 Mar 1990,26 Jun 1990
Bosnia and Herzegovina,Convention on the Rights of the Child,CRC,,01 Sep 1993 (d)
Botswana,Convention on the Rights of the Child,CRC,,14 Mar 1995 (a)
Brazil,Convention on the Rights of the Child,CRC,26 Jan 1990,24 Sep 1990
